;profile_id;sequence_nbr;start_date;end_date;company;title;country;region;location;is_title_d_and_a;tk_title_standardized_original_language;tk_title_original_language;tk_title_standardized_english;tk_title_standardized_group;tk_title_standardized_class;is_title_manager;odp_function;mck_function
121;8b4f054c-ae34-4836-a891-8baf8c4e1e2f;10;01/03/2022;;IncrediBuild;Product Marketing Manager;Israel;;;TRUE;English;Film Director;Film Director;Directors and Producers;Arts, Culture and Media;TRUE;Marketing & Sales;Marketing
122;a7ab010c-7a01-445a-aee7-968473e0dea0;6;01/05/2022;;IncrediBuild;Corporate Account Manager;United States;California;Berkeley;FALSE;English;Account Manager (other);Account Manager (other);Business Services Account Managers;Sales and Trading;FALSE;;
123;bd56c87f-76ad-43b7-9dd6-767445a5f6db;4;01/02/2019;;IncrediBuild;Technical Sales Representative;China;;;TRUE;English;Sales Manager;Sales Manager;Sales Managers;Sales and Trading;FALSE;Marketing & Sales;Sales
124;639be002-9dc7-4fbd-8a6c-dfc25e914c44;6;01/01/2014;01/01/2016;IncrediBuild;Head Marketing;Israel;Tel Aviv;;FALSE;English;Head of Marketing;Head of Marketing;Communication, Marketing and Public Relations Managers;Communication, Marketing and Public Relations;FALSE;Marketing & Sales;Marketing
125;c6275cdf-374a-4d66-bfca-87a578bfcb01;9;01/08/2022;;IncrediBuild;Technical Architect;Israel;;;TRUE;English;System Architect;System Architect;System Developers and Analysts;Information and Communication Technology;FALSE;Digital & Analytics;IT
126;0d8b381c-7b9e-46f3-b23b-69915bf93999;4;01/02/2021;01/10/2022;IncrediBuild;Business Analyst;Israel;;;FALSE;English;E-Business Analyst;E-Business Analyst;System Developers and Analysts;Information and Communication Technology;FALSE;Digital & Analytics;Analytics
127;c65ab659-22eb-4203-a9d7-b8195092800e;12;01/01/2022;;IncrediBuild;Vice President Marketing;Israel;Tel Aviv;;FALSE;English;Production (other);Production (other);Production (other);Production;TRUE;Marketing & Sales;Marketing
128;9e5a48c9-4ec9-4e84-813c-760da53cf960;3;01/12/2021;;IncrediBuild;Software QA Team Lead;Israel;;;TRUE;;;;;;TRUE;Digital & Analytics;IT
129;7acbcc8f-8cca-4c83-a01f-d00e3596cad6;6;01/09/2022;;IncrediBuild;Operations Analyst;Israel;;;FALSE;English;Business Analyst;Business Analyst;Management Analysts and Consultants;Management, Policy and Governance;FALSE;Operations;Operations
130;83024c5a-dfc8-491b-b18b-0f9092ea0a70;5;01/01/2023;;IncrediBuild;Sales Supervisor;Israel;Tel Aviv;;FALSE;English;Sales Manager;Sales Manager;Sales Managers;Sales and Trading;FALSE;Operations;Operations
131;1880ba04-49d3-412f-a72d-fa71b1180951;6;01/07/2022;;IncrediBuild;Senior Software Engineer;Israel;Tel Aviv;;TRUE;English;Software Engineer;Software Engineer;Programmers;Information and Communication Technology;FALSE;Digital & Analytics;IT
132;29bad80a-474c-42ad-b3eb-ad28ecbe6765;2;01/08/2021;;IncrediBuild;Software Developer;Israel;;;TRUE;English;Software Engineer;Software Engineer;Programmers;Information and Communication Technology;FALSE;Digital & Analytics;IT
133;e57bb830-a83a-43f7-88df-87ce64a540f2;4;01/03/2021;01/12/2021;IncrediBuild;Fellow;Israel;;;FALSE;;;;;;FALSE;Operations;Operations
134;4f3ce7ba-c8f7-4578-9e8f-db52e5d40cc6;11;01/01/2022;;IncrediBuild;Content Manager;Israel;Tel Aviv;;FALSE;English;Web Editor;Web Editor;Journalists and Editors;Arts, Culture and Media;TRUE;;
135;4e033368-02b2-47b0-9a45-cbcedaaacf2b;12;01/06/2022;;IncrediBuild;Technical Customer Success Manager;United Kingdom;;;TRUE;English;Technical Manager;Technical Manager;Installation, Repair, and Maintenance Heads/managers;Installation, Repair and Maintenance;TRUE;Marketing & Sales;Sales
136;79e37ebd-f26b-4a5c-b10e-b221cb9ac823;7;01/03/2022;;IncrediBuild;Marketing Operations Manager;Israel;;;FALSE;English;Head of Marketing;Head of Marketing;Communication, Marketing and Public Relations Managers;Communication, Marketing and Public Relations;TRUE;Marketing & Sales;Marketing
137;b8c71b59-da3b-4dc2-8874-4f47bdc62eec;6;01/06/2022;;IncrediBuild;Business Operations Manager;Israel;;;FALSE;English;Chief Operating Officer (COO);Chief Operating Officer (COO);General Directors;Management, Policy and Governance;TRUE;Operations;Operations
138;61d090a9-7d5d-47e5-ba76-76a61d0aa8ef;7;01/01/2021;;IncrediBuild;Quality Assurance Manager;Israel;Tel Aviv;;FALSE;English;Quality Assurance (QA) Manager;Quality Assurance (QA) Manager;Production Managers;Production;TRUE;Legal, Risk & HR;Risk and Compliance
139;e73a87dd-68a3-4b33-9174-d66f4348d563;5;01/03/2022;;IncrediBuild;Data Enrichment Researcher;Israel;;;TRUE;;;;;;FALSE;Operations;Operations
140;0d8b381c-7b9e-46f3-b23b-69915bf93999;6;01/01/2023;;IncrediBuild;Business Analyst;Israel;;;FALSE;English;E-Business Analyst;E-Business Analyst;System Developers and Analysts;Information and Communication Technology;FALSE;Digital & Analytics;Analytics
141;77f25bbd-c0d1-43e1-a6dc-a3b3be5ab857;6;01/09/2018;01/04/2022;IncrediBuild;Product Marketing Manager;Israel;Tel Aviv;;TRUE;English;Product Manager;Product Manager;Communication, Marketing and Public Relations Managers;Communication, Marketing and Public Relations;TRUE;Marketing & Sales;Marketing
142;1240e3dc-669d-474e-aaf3-8e69d06b58b1;2;01/09/2022;01/03/2023;IncrediBuild;Administrative Manager;Israel;Tel Aviv;;FALSE;English;Administration Manager;Administration Manager;Heads of Administration and Customer Services;Administration and Customer Service;TRUE;Legal, Risk & HR;HR
143;c21d7eac-de6b-4599-beef-b98fcb8063cd;12;01/06/2022;;IncrediBuild;Technical Support Manager;Israel;Tel Aviv;;TRUE;English;Technical Support Manager;Technical Support Manager;IT Coordinators;Information and Communication Technology;TRUE;Digital & Analytics;IT
144;7ffce566-aa03-4e04-bde5-fa8f9800433e;4;01/02/2022;;IncrediBuild;Technical Customer Success Manager;Israel;Tel Aviv;;TRUE;English;Technical Manager;Technical Manager;Installation, Repair, and Maintenance Heads/managers;Installation, Repair and Maintenance;TRUE;Marketing & Sales;Sales
145;873d8eed-6ff6-4122-a8c6-0f31b7d24b44;6;01/04/2021;;IncrediBuild;Business Development Officer;Israel;;;FALSE;English;Business Development Manager;Business Development Manager;Sales Managers;Sales and Trading;TRUE;Marketing & Sales;Sales
146;30ccf959-0453-4a65-bd44-66e5b5725697;5;01/12/2019;;IncrediBuild;Cloud Developer;Israel;;;TRUE;English;Programmer C, C++;Programmer C, C++;Programmers;Information and Communication Technology;FALSE;Digital & Analytics;IT
147;ee7cfdcf-e32b-4945-90b6-05b1afb1460a;7;01/09/2019;01/01/2020;IncrediBuild;Technical Support Engineer;Japan;Tokyo;;TRUE;English;Technical Support Specialist;Technical Support Specialist;Support Staff;Information and Communication Technology;FALSE;;
148;b4840eab-987d-436b-878f-b71f1f678daa;4;01/01/2021;;IncrediBuild;Office Manager;Japan;;;FALSE;English;Office Manager;Office Manager;Heads of Administration and Customer Services;Administration and Customer Service;TRUE;Operations;Operations
149;cb8722b5-af54-4b6c-8d88-4e088d6e0aaf;7;01/08/2022;;IncrediBuild;Senior Cloud Sales Manager;United States;California;San Francisco;FALSE;;;;;;FALSE;Other;Other
150;1fdc3081-080b-4833-817c-f1f7eb319478;6;01/05/2019;01/12/2019;IncrediBuild;Marketing Consultant;China;Sichuan;;FALSE;English;Marketing Adviser;Marketing Adviser;Marketing and Advertising Personnel;Communication, Marketing and Public Relations;FALSE;Marketing & Sales;Marketing
151;017bb0ff-d2be-46c8-b788-8de70de69d7e;8;01/02/2019;01/03/2022;IncrediBuild;Incredibuild China Gm;Israel;Tel Aviv;;FALSE;;;;;;FALSE;;
152;fffdc729-cfc7-4147-955f-df430b0c01bb;8;01/11/2021;;IncrediBuild;Senior Developer;Israel;Tel Aviv;;TRUE;English;Software Engineer;Software Engineer;Programmers;Information and Communication Technology;FALSE;Digital & Analytics;IT
153;2586fd76-9448-4b3d-ab63-48c48d340c8b;10;01/02/2021;01/09/2021;IncrediBuild;Senior Fullstack Engineer At Incredibuild;Israel;Tel Aviv;;FALSE;;;;;;FALSE;Digital & Analytics;IT
154;c62ec098-fb6d-4ca2-9995-53630bfd0b4a;4;01/06/2022;;IncrediBuild;Accounting Manager;Israel;;;FALSE;English;Assistant Controller;Assistant Controller;Accountants;Insurance and Finance;TRUE;Finance;Finance
155;d19fc067-8b2b-469d-8434-839ac9e7bb3b;2;01/05/2019;01/04/2021;IncrediBuild;Account Executive;Israel;;;FALSE;English;Sales Manager;Sales Manager;Sales Managers;Sales and Trading;FALSE;Marketing & Sales;Sales
156;2f953518-2571-4a7f-9e86-1c31a113a1ea;13;01/02/2019;01/12/2022;IncrediBuild;Vice President Sales;Israel;Tel Aviv;;FALSE;;;;;;FALSE;Marketing & Sales;Sales
157;fc4af9a7-4165-47b8-9db1-45894382d6be;4;01/05/2017;01/07/2019;IncrediBuild;Devops & Automation Team Lead;Israel;Tel Aviv;;TRUE;;;;;;TRUE;;
158;42ead09e-4c66-4070-b741-e5cc67543cc4;5;01/01/2022;;IncrediBuild;Director of System Engineering;Israel;Tel Aviv;;FALSE;English;Engineering Manager;Engineering Manager;Engineering Managers;Engineering;TRUE;Other;Other
159;2fb5639b-0476-45ec-8840-eb366faf6d20;3;01/04/2022;;IncrediBuild;Quality Assurance Engineer;Israel;;;FALSE;English;Quality Assurance Engineer;Quality Assurance Engineer;Business Administration and Engineering Experts;Engineering;FALSE;Legal, Risk & HR;Risk and Compliance
160;b80d0210-a24e-4e1c-aba0-da506011966e;8;01/02/2023;;IncrediBuild;Chief Human Resources Officer (CHRO);Israel;Tel Aviv;;FALSE;;;;;;TRUE;Legal, Risk & HR;HR
161;fbcccb68-3511-4df8-93de-6d59c848c4c2;10;01/04/2021;01/04/2022;IncrediBuild;Application Consultant;Israel;;;TRUE;English;Solutions Architect;Solutions Architect;System Developers and Analysts;Information and Communication Technology;FALSE;Digital & Analytics;IT
162;d3aa4910-3740-42b2-9740-090bdff10c51;5;01/01/2022;01/04/2022;IncrediBuild;Business Development Officer;Israel;;;FALSE;English;Business Development Manager;Business Development Manager;Sales Managers;Sales and Trading;TRUE;Marketing & Sales;Sales
163;7f412f18-fa84-404b-806f-7292b2183135;12;01/10/2022;;IncrediBuild;Solutions Architect;United States;New York;New York;FALSE;English;Solutions Architect;Solutions Architect;System Developers and Analysts;Information and Communication Technology;FALSE;Digital & Analytics;IT
164;feb223d3-0c8f-4dba-a213-60c40e1a32dd;6;01/01/2023;;IncrediBuild;Vp Global Tech & Solutions;United States;;;TRUE;;;;;;TRUE;;
165;e0226d0d-defe-47f8-b830-89b5502b40a8;9;01/03/2021;01/01/2023;IncrediBuild;Regional Sales Manager;United States;New York;New York;FALSE;English;Sales Manager;Sales Manager;Sales Managers;Sales and Trading;FALSE;Marketing & Sales;Sales
166;bdbdf594-f7bd-4025-a818-1fd614e0e46c;8;01/09/2022;;IncrediBuild;Product Marketing Manager;Israel;;;TRUE;English;Product Manager;Product Manager;Communication, Marketing and Public Relations Managers;Communication, Marketing and Public Relations;TRUE;Marketing & Sales;Marketing
167;6cb2765f-0cb1-4495-8f4b-74dac6b48efe;7;01/07/2013;01/04/2015;IncrediBuild;Senior Technical Professional Services;Israel;Tel Aviv;;TRUE;English;Technical Employee;Technical Employee;Installation, Repair and Maintenance (other);Installation, Repair and Maintenance;FALSE;Operations;Administration
168;f8edffb4-394d-40db-8337-349daf69bfeb;4;01/10/2011;01/04/2018;IncrediBuild;Director Of Professional Services And Qa;Israel;;;FALSE;;;;;;TRUE;Operations;Administration
169;751faeea-20ab-4fb3-a0e3-125533a27def;4;01/07/2021;;IncrediBuild;Sales Analyst;Israel;Tel Aviv;;FALSE;English;Business Analyst;Business Analyst;Management Analysts and Consultants;Management, Policy and Governance;FALSE;Marketing & Sales;Marketing
170;0947e573-9f6e-43b3-bb2e-80a078ad5ce0;9;01/04/2022;;IncrediBuild;Product Manager;Israel;Tel Aviv;;TRUE;English;Market Analyst;Market Analyst;Marketing and Advertising Personnel;Communication, Marketing and Public Relations;TRUE;Marketing & Sales;Marketing
171;4effd0bb-c8bf-413b-bf8a-dd3a1d9f2bfe;3;01/04/2013;01/09/2014;IncrediBuild;Account Manager;Israel;Tel Aviv;;FALSE;English;Account Manager (other);Account Manager (other);Business Services Account Managers;Sales and Trading;FALSE;Marketing & Sales;Sales
172;f8edffb4-394d-40db-8337-349daf69bfeb;5;01/04/2018;01/12/2019;IncrediBuild;Customer Success Manager;Israel;;;FALSE;English;Customer Service Manager;Customer Service Manager;Heads of Administration and Customer Services;Administration and Customer Service;TRUE;Marketing & Sales;Sales
173;9e5a48c9-4ec9-4e84-813c-760da53cf960;2;01/07/2021;01/12/2021;IncrediBuild;Software QA Automation Engineer;Israel;;;TRUE;;;;;;FALSE;Digital & Analytics;IT
174;6d85a84f-95ad-4b45-bb5c-c8cff66a3d51;5;01/01/2016;01/06/2019;IncrediBuild;Country Manager 代表取締役;Japan;Tokyo;;FALSE;;;;;;TRUE;;
175;0f5ce24a-e6fc-4853-b038-9175d4977e98;4;01/07/2019;01/07/2021;IncrediBuild;Director Client Services;Japan;Tokyo;;FALSE;Japanese;営業マネージャー（その他）;Account Manager (other);Business Services Account Managers;Sales and Trading;TRUE;Marketing & Sales;Marketing
176;78a5771a-61ee-4f66-bad4-5aebcef2725f;6;01/11/2022;;IncrediBuild;Senior Delphi Developer;Spain;;;TRUE;Spanish;Desarrollador .NET;.net Developer;Programmers;Information and Communication Technology;FALSE;Digital & Analytics;IT
177;87cc0397-860f-4f1b-9df8-72acd155bedb;11;01/03/2022;01/07/2022;IncrediBuild;Senior Sales Consultant;United States;New York;New York;FALSE;English;Business Development Manager;Business Development Manager;Sales Managers;Sales and Trading;FALSE;;
178;dcf94141-a943-467a-b327-22e72ae9f4ec;8;01/01/2021;;IncrediBuild;Technical Account Manager At Incredibuild;Israel;Tel Aviv;;TRUE;;;;;;FALSE;Marketing & Sales;Sales
179;cdd35671-80fe-43c1-a298-784767752b81;10;01/02/2021;01/02/2022;IncrediBuild;Operations Director;Israel;Tel Aviv;;FALSE;English;Chief Operating Officer (COO);Chief Operating Officer (COO);General Directors;Management, Policy and Governance;TRUE;Operations;Operations
180;7acbcc8f-8cca-4c83-a01f-d00e3596cad6;5;01/03/2022;01/09/2022;IncrediBuild;Data Enrichment Intern;Israel;Tel Aviv;;TRUE;;;;;;FALSE;;
181;5558f1f2-91e6-4527-9f9b-a1bca25e429b;6;01/02/2020;;IncrediBuild;Enterprise Csm;Israel;Tel Aviv;;FALSE;;;;;;FALSE;Digital & Analytics;IT
182;8e4f60b1-3582-4ad4-a893-e2f6a1385720;5;01/02/2020;;IncrediBuild;Technical Consultant;Israel;;;TRUE;English;Solutions Architect;Solutions Architect;System Developers and Analysts;Information and Communication Technology;FALSE;Digital & Analytics;IT
183;35b435df-dcb6-472a-b725-ecf5df304d47;9;01/02/2023;;IncrediBuild;Co Founder;Israel;;;FALSE;English;Chief Mate Commercial Shipping;Chief Mate Commercial Shipping;Sea Captains and Mates;Transport and Traffic;TRUE;Executive;Executive
1,84E+02;21e712d5-b89a-4d2b-ab4d-af64cbb8c198;3;01/11/2019;01/05/2020;IncrediBuild;Account Executive;Israel;;;FALSE;English;Account Manager (other);Account Manager (other);Business Services Account Managers;Sales and Trading;FALSE;Marketing & Sales;Sales
185;81d58865-ed93-470e-b4a1-fe3d5708cbb0;8;01/03/2021;;IncrediBuild;Director Finance;Israel;Tel Aviv;;FALSE;English;Financial Director;Financial Director;Financial Directors;Insurance and Finance;TRUE;Finance;Retail Banking
186;2bd8fae8-aecd-4db0-b86f-34d23372d6a6;6;01/05/2020;;IncrediBuild;Salesforce Platform Manager;Israel;Tel Aviv;;TRUE;;;;;;TRUE;;
187;8e4f60b1-3582-4ad4-a893-e2f6a1385720;3;01/10/2018;01/02/2020;IncrediBuild;SDR Team Lead;Israel;;;FALSE;;;;;;TRUE;;
188;f1b540fb-cff2-40f3-ba36-b30bb29a1dea;1;01/08/2021;;IncrediBuild;Qa Engineer;Israel;;;FALSE;English;Software Tester;Software Tester;IT Testers;Information and Communication Technology;FALSE;Digital & Analytics;IT
189;c0fd57e9-fd28-44ab-bf3f-958f6ec07d0a;4;01/07/2021;;IncrediBuild;Account Executive;Israel;;;FALSE;English;Salesperson;Salesperson;Sellers;Sales and Trading;FALSE;Marketing & Sales;Sales
190;285e3d31-e990-47f0-a0f3-6bba9280e18a;3;01/02/2021;01/05/2022;IncrediBuild;Business Development;Israel;Tel Aviv;;FALSE;English;Business Adviser;Business Adviser;Insurance & Finance Advisors;Insurance and Finance;FALSE;Marketing & Sales;Marketing
191;a3e18cfc-21a8-48da-9985-c6c28674d7d7;6;01/02/2020;;IncrediBuild;Senior Vice President Of Customer Success;Israel;Tel Aviv;;FALSE;;;;;;TRUE;;
192;077e74e5-b07f-4f41-b32d-eb00b8aeca6f;1;01/05/2022;;IncrediBuild;Solution Integration Engineer;Israel;Tel Aviv;;FALSE;;;;;;FALSE;Digital & Analytics;IT
193;ebe80d54-0480-4742-b78e-a29c37f3215c;4;01/05/2015;01/04/2019;IncrediBuild;Automation And Qa Developer;Israel;;;TRUE;;;;;;FALSE;Legal, Risk & HR;Risk and Compliance
194;ad0c00b5-99c3-4434-a4b9-a4130b0a7b19;9;01/08/2019;01/04/2022;IncrediBuild;Director Of Sales Row;Israel;;;FALSE;;;;;;FALSE;Marketing & Sales;Sales
195;8680e2f1-54ea-45e4-8683-9ca334c8f9a7;4;01/08/2019;01/03/2020;IncrediBuild;Office Manager;Israel;Tel Aviv;;FALSE;English;Office Manager;Office Manager;Heads of Administration and Customer Services;Administration and Customer Service;TRUE;Operations;Operations
196;3a5bbd76-e905-40e4-b62c-2c76cb293eeb;4;01/12/2022;01/04/2023;IncrediBuild;Customer Success Manager;Israel;;;FALSE;English;Customer Manager;Customer Manager;Heads of Administration and Customer Services;Administration and Customer Service;TRUE;Marketing & Sales;Sales
197;1ecba506-e5d5-45bf-85f0-4840a258851a;10;01/02/2021;01/08/2022;IncrediBuild;Customer Success Manager;Israel;;;FALSE;English;Customer Manager;Customer Manager;Heads of Administration and Customer Services;Administration and Customer Service;TRUE;Marketing & Sales;Sales
198;4f0cecdb-77af-409c-9c05-f824556f4904;6;01/12/2020;01/05/2021;IncrediBuild;Recruiter;Israel;Tel Aviv;;FALSE;English;Recruiter;Recruiter;Personnel and Labour Experts;Legal, Human Resources and Social Services;FALSE;Legal, Risk & HR;HR
199;43a94217-0417-425b-898e-adfa31ed7c85;5;01/10/2021;;IncrediBuild;Product Designer;Israel;Tel Aviv;;TRUE;English;Product Designer;Product Designer;Illustrators and Designers (3D);Arts, Culture and Media;FALSE;Operations;Operations
200;d3aa4910-3740-42b2-9740-090bdff10c51;6;01/04/2022;01/02/2023;IncrediBuild;Account Executive;Israel;Tel Aviv;;FALSE;English;Account Manager (other);Account Manager (other);Business Services Account Managers;Sales and Trading;FALSE;Marketing & Sales;Sales
201;6be4edeb-6acf-4f1e-a784-bd998190e32e;8;01/11/2022;;IncrediBuild;Product Manager;Israel;;;TRUE;English;Product Manager;Product Manager;Communication, Marketing and Public Relations Managers;Communication, Marketing and Public Relations;TRUE;Marketing & Sales;Marketing
202;bf9873b9-c89d-4570-9ff8-1d8bb7d432f5;8;01/06/2021;;IncrediBuild;Senior Software Engineer;Israel;Tel Aviv;;TRUE;English;Software Engineer;Software Engineer;Programmers;Information and Communication Technology;FALSE;Digital & Analytics;IT
203;88755c4a-9a59-4a77-ab96-c89989a7acc6;6;01/05/2022;;IncrediBuild;Recruiter;Israel;Tel Aviv;;FALSE;English;Recruitment Adviser;Recruitment Adviser;Personnel and Labour Experts;Legal, Human Resources and Social Services;FALSE;Legal, Risk & HR;HR
204;c412dd8b-a610-4685-93cd-4de0edbe0a4a;10;01/05/2021;01/02/2022;IncrediBuild;Regional Account Manager;United States;Texas;Houston;FALSE;English;Account Manager (other);Account Manager (other);Business Services Account Managers;Sales and Trading;FALSE;;
205;46ce842a-486b-4c94-9f13-4b816c689cca;6;01/03/2022;;IncrediBuild;Head of Sales, Americas;United States;;;FALSE;English;Head of Sales;Head of Sales;Sales Managers;Sales and Trading;FALSE;;
206;c412dd8b-a610-4685-93cd-4de0edbe0a4a;11;01/02/2022;;IncrediBuild;Corporate Account Manager;United States;California;;FALSE;English;Account Manager (other);Account Manager (other);Business Services Account Managers;Sales and Trading;FALSE;;
207;8b4f054c-ae34-4836-a891-8baf8c4e1e2f;9;01/09/2021;01/03/2022;IncrediBuild;Product Team Lead;Israel;;;TRUE;English;Process and Production Manager;Process and Production Manager;Production Managers;Production;TRUE;;
208;ef93a3f2-948a-4fe9-9f4e-03b6f65c0886;7;01/01/2019;01/08/2020;IncrediBuild;Senior Technical And Ux Writer;Israel;;;TRUE;;;;;;FALSE;Marketing & Sales;Communications
209;b069746f-5fcc-4004-82aa-f751e3a3b9ec;7;01/10/2021;01/05/2023;IncrediBuild;Customer Success Operations Manager;Israel;;;FALSE;English;Customer Service Manager;Customer Service Manager;Heads of Administration and Customer Services;Administration and Customer Service;TRUE;Operations;Operations
210;ad02d6d2-9c00-49aa-8c34-e09bc6f0b662;8;01/07/2021;;IncrediBuild;Software Team Leader;Israel;Tel Aviv;;TRUE;English;Team Leader Programming;Team Leader Programming;IT Coordinators;Information and Communication Technology;FALSE;Digital & Analytics;IT
211;191b0789-cf67-4d9d-98c3-23ace5c7886f;5;01/12/2021;;IncrediBuild;Digital Marketing Manager;Israel;Tel Aviv;;TRUE;English;Online Marketing Manager;Online Marketing Manager;Communication, Marketing and Public Relations Managers;Communication, Marketing and Public Relations;TRUE;Marketing & Sales;Marketing
212;e1e32bba-ff3c-41fe-b2b6-4d7d8b1be2a2;5;01/01/2017;01/10/2019;IncrediBuild;Qa Engineer;Israel;;;FALSE;English;Software Tester;Software Tester;IT Testers;Information and Communication Technology;FALSE;Digital & Analytics;IT
213;f02155c8-a65b-4370-87af-d71e06063a90;1;01/12/2022;;IncrediBuild;Qa Engineer;Israel;Tel Aviv;;FALSE;English;Quality Assurance Engineer;Quality Assurance Engineer;Business Administration and Engineering Experts;Engineering;FALSE;Digital & Analytics;IT
214;355572d0-ffba-4fe8-b4e5-77561c67b38b;8;01/08/2019;01/01/2021;IncrediBuild;Enterprise Account Executive - Us & Canada;Israel;Tel Aviv;;FALSE;;;;;;FALSE;Marketing & Sales;Marketing
215;27b55c8a-05d7-4fc4-b1c6-55ee01dbd37b;10;01/06/2022;;IncrediBuild;Non Executive Director;Israel;Tel Aviv;;FALSE;English;Manager;Manager;Management, Policy and Governance (other);Management, Policy and Governance;TRUE;Executive;Executive
216;fa5b3100-ca94-4f53-a21a-b880f98c0686;4;01/08/2012;;IncrediBuild;Operation & Employee Experience Manager;Israel;Tel Aviv;;FALSE;;;;;;TRUE;Legal, Risk & HR;HR
217;40cae498-f8a4-467c-bfcb-a78c524ef758;10;01/01/2021;;IncrediBuild;Executive advisor - Japan Business Development;Israel;;;FALSE;;;;;;FALSE;Executive;Executive
218;a4856173-1077-456a-bb04-6525e4973d2a;3;01/05/2018;01/04/2021;IncrediBuild;Board Member;Israel;;;FALSE;English;Board Member;Board Member;General Directors;Management, Policy and Governance;FALSE;;
219;5331fe93-74e4-4fc3-9ff3-1e96f276ea12;2;01/05/2021;01/12/2021;IncrediBuild;Senior Bookkeeper And Payroll Controller;Israel;;;FALSE;;;;;;FALSE;Legal, Risk & HR;HR
220;73d507ad-412a-4037-ba00-0d9f8c7b16b4;3;01/06/2021;;IncrediBuild;Office & Employee Experience Manager;Israel;;;FALSE;;;;;;TRUE;Legal, Risk & HR;HR
221;9a0b9986-8622-46e7-bf01-4a3fa73bd43e;12;01/11/2021;01/08/2022;IncrediBuild;Data Engineer;Israel;Tel Aviv;;TRUE;English;Information Engineer;Information Engineer;System Developers and Analysts;Information and Communication Technology;FALSE;Digital & Analytics;IT
222;c1367950-953e-4346-9420-5643496f2c76;7;01/08/2022;;IncrediBuild;Head Of Emea Sales;Israel;Tel Aviv;;FALSE;;;;;;FALSE;Marketing & Sales;Sales
223;0da17fc4-7fdb-4564-a521-d6d98b0237b2;4;01/12/2021;;IncrediBuild;Business Operations Manager;Israel;;;FALSE;English;Operations Manager;Operations Manager;Management, Policy and Governance (other);Management, Policy and Governance;TRUE;Operations;Operations
224;78902a2b-8f7c-4788-8ef4-f44f61278412;9;01/05/2023;;IncrediBuild;Account Manager;Japan;;;FALSE;Japanese;営業マネージャー（その他）;Account Manager (other);Business Services Account Managers;Sales and Trading;FALSE;Marketing & Sales;Sales
225;87cc0397-860f-4f1b-9df8-72acd155bedb;12;01/07/2022;;IncrediBuild;Account Executive;United States;New York;New York;FALSE;English;Account Manager (other);Account Manager (other);Business Services Account Managers;Sales and Trading;FALSE;Marketing & Sales;Sales
226;b655a6fd-9751-458f-9085-0ae1dc3b328f;5;01/07/2022;;IncrediBuild;Solutions Architect;China;Shanghai;;FALSE;English;Solutions Architect;Solutions Architect;System Developers and Analysts;Information and Communication Technology;FALSE;Digital & Analytics;IT
227;8a0b369a-d01b-4522-9414-94ada221aaae;8;01/01/2023;;IncrediBuild;Marketing Operations Manager;Israel;;;FALSE;English;Head of Marketing;Head of Marketing;Communication, Marketing and Public Relations Managers;Communication, Marketing and Public Relations;TRUE;Marketing & Sales;Marketing
228;73d507ad-412a-4037-ba00-0d9f8c7b16b4;4;01/06/2022;;IncrediBuild;Recruiter;Israel;Tel Aviv;;FALSE;English;Recruitment Adviser;Recruitment Adviser;Personnel and Labour Experts;Legal, Human Resources and Social Services;FALSE;Legal, Risk & HR;HR
229;5558f1f2-91e6-4527-9f9b-a1bca25e429b;7;01/02/2022;;IncrediBuild;Senior Enterprise Csm;Israel;;;FALSE;;;;;;FALSE;;
230;13024e5e-260a-4b20-af1a-f98c36142d87;10;01/02/2022;;IncrediBuild;Chief Marketing Officer;Israel;;;FALSE;English;Revenue Officer;Revenue Officer;Financial-administrative Personnel;Administration and Customer Service;TRUE;;
231;2150c5fa-2bf1-48e4-a840-54bd5b971278;2;01/05/2018;01/09/2019;IncrediBuild;Data Analyst;Israel;Tel Aviv;;TRUE;English;Data Analyst;Data Analyst;System Developers and Analysts;Information and Communication Technology;FALSE;Digital & Analytics;Analytics
232;383f600f-d480-45b3-bc01-9b9abe516efc;5;01/12/2019;01/06/2022;IncrediBuild;Senior Software Engineer;Israel;;;TRUE;English;Software Engineer;Software Engineer;Programmers;Information and Communication Technology;FALSE;Digital & Analytics;IT
233;890671c3-13b5-4cfc-8734-408e05a85432;8;01/03/2023;;IncrediBuild;Business Operations Manager;Israel;;;FALSE;English;Operations Manager;Operations Manager;Management, Policy and Governance (other);Management, Policy and Governance;TRUE;Operations;Operations
234;25f4aad8-a873-4e2c-b320-c848ec40a150;9;01/10/2022;;IncrediBuild;Technical Csm;Japan;;;TRUE;;;;;;FALSE;Operations;Operations
235;a20037d3-32a4-47cf-9019-f5e985d30605;3;01/09/2019;01/05/2021;IncrediBuild;Business Operations Manager;Japan;Tokyo;;FALSE;English;Operations Manager;Operations Manager;Management, Policy and Governance (other);Management, Policy and Governance;TRUE;Operations;Operations
236;02486692-857f-4136-bebd-f2d6a63f2f98;5;01/05/2023;;IncrediBuild;Marketing Event Coordinator;United States;New York;New York;FALSE;English;Sales and Marketing Manager;Sales and Marketing Manager;Communication, Marketing and Public Relations Managers;Communication, Marketing and Public Relations;FALSE;Other;Other
237;5f2ee110-7a3d-4205-bfad-0b219356c898;4;01/06/2021;;IncrediBuild;Solutions Architect;China;Sichuan;;FALSE;English;Solutions Architect;Solutions Architect;System Developers and Analysts;Information and Communication Technology;FALSE;Digital & Analytics;IT
